fips,pesticide_mass
29139,199267.15
29141,43262.05
29143,895541.1
29145,38356.25
29147,394610.35000000003
29149,7927.650000000001
29151,39720.3
29153,8684.4
29155,570723.35
29157,138287.4
29159,220541.45
29161,4033.15
29163,223539.25
29165,158545.5
29167,25857.95
29169,3104.85
29171,89406.3
29173,194203.7
29175,134321.1
29177,198293.05000000002
29179,1770.0500000000002
29181,21676.95
29183,185521.30000000002
29185,73601.5
29186,70045.95
29187,12220.95
29189,22159.65
29195,433240.2
29197,61229.05
29199,177237.05
29201,339923.64999999997
29203,4028.7500000000005
29205,238012.0
29207,878404.2999999999
29209,11206.35
29211,95483.35
29213,4408.7
29215,19225.0
29217,246663.94999999998
29219,108910.75
29221,6035.15
29223,22518.25
29225,18899.05
29227,55899.75
29229,13571.85
30001,15920.2
30003,80608.35
30005,252754.2
30007,84270.40000000001
30009,45224.4
30011,31000.649999999998
30013,227560.09999999998
30015,677644.65
30017,22485.05
30019,185757.6
30021,144922.94999999998
30023,7864.650000000001
30025,29646.2
30027,251202.44999999998
30029,24818.5
30031,270636.6
30033,83601.35
30035,208448.95
30037,27815.1
30039,10081.199999999999
30041,607680.0
30043,9954.95
30045,100706.25
30047,64601.450000000004
30049,22726.3
30051,381169.05
30053,5380.2
30055,241788.05
30057,30988.45
30059,23745.7
30061,1055.55
30063,2893.5
30065,43880.75
30067,25614.800000000003
30069,31210.6
30071,184486.95
30073,276021.2
30075,15244.6
30077,6603.55
30079,34347.0
30081,7978.5
30083,200490.55
30085,295479.5
30087,45160.799999999996
30089,5957.7
30091,365526.39999999997
30093,2356.5499999999997
30095,54478.1
30097,15053.25
30099,180753.44999999998
30101,337991.3
30103,37564.45
30105,329223.2
30107,42997.1
30109,25241.4
30111,111754.79999999999
31001,699991.2
31003,453574.95
31005,4393.900000000001
31007,115692.35
31009,3734.75
31011,407331.15
31013,338852.6
31015,94769.1
31017,43165.7
31019,460107.4
31021,357541.75000000006
31023,423383.2
31025,415738.80000000005
31027,499830.89999999997
31029,437233.0
31031,80721.3
31033,301753.65
31035,454584.64999999997
31037,319131.05
31039,444730.4
31041,592951.15
31043,195938.05
31045,66977.1
31047,424194.65
31049,162361.49999999997
31051,298072.75
31053,440803.64999999997
31055,103513.0
31057,228486.2
31059,536845.6
31061,390668.9
31063,249093.45
31065,530576.4
31067,693461.55
31069,117912.5
31071,17654.25
31073,313162.15
31075,640.15
31077,194919.65
31079,447928.1
31081,432322.75
31083,430378.3
31085,217038.2
31087,219865.35
31089,379536.2
31091,1026.0
31093,248054.6
31095,446835.8
31097,188297.35
31099,557151.65
31101,253205.90000000002
31103,47163.85
31105,176573.09999999998
31107,320820.3
31109,461488.0
31111,484241.85000000003
31113,38284.950000000004
31115,7088.85
31117,3625.15
31119,395810.35000000003
31121,275039.85
31123,237187.15
31125,209543.55
31127,365936.25
31129,426427.30000000005
31131,527236.75
31133,266160.95
31135,520966.55
31137,646850.05
31139,344005.45
31141,466458.55000000005
31143,310071.5
31145,286562.2
31147,419189.1
31149,47022.450000000004
31151,503165.0
31153,125628.35
31155,571930.5
31157,260732.8
31159,407898.7
31161,197023.9
31163,211616.0
31165,46668.75
31167,249715.9
31169,421095.45
31171,1316.05
31173,263809.6
31175,213331.8
31177,280246.75
31179,355982.7
31181,362755.3
31183,41655.200000000004
31185,493710.75000000006
32001,19276.15
32003,5457.9
32005,3895.35
32007,11928.05
32009,19718.1
32011,13169.199999999999
32013,24688.75
32015,11180.25
32017,64104.15
32019,171618.09999999998
32021,3246.35
32023,14561.55
32027,16276.85
32029,92.2
32031,3949.25
32033,37120.3
32510,330.3
33001,1698.5
33003,2619.1
33005,3664.4
33007,2619.3
33009,5779.7
33011,9688.4
33013,6612.8
33015,11533.65
33017,2037.95
33019,4337.75
34001,6460.95
34003,22892.65
34005,37132.65
34007,5669.0
34009,4236.5
34011,27226.3
34013,20107.25
34015,36218.7
34019,51257.05
34021,12466.7
34023,13340.05
34025,18444.899999999998
34027,17604.05
34029,4721.2
34031,20154.55
34033,74757.65
34035,7989.65
34037,22762.45
34039,677.2
34041,62643.5
35001,5408.25
35003,20642.1
35005,105847.49999999999
35006,3054.85
35007,7623.7
35009,155865.80000000002
35011,9513.3
35013,234900.15
35015,79161.55
35017,10803.4
35019,13399.2
35021,2799.95
35023,20907.95
35025,143674.9
35027,3426.35
35028,670.4
35029,62693.7
35031,8611.35
35033,6784.6
35035,3863.85
35037,57117.35
35039,14603.95
35041,138198.9
35043,7828.299999999999
35045,68478.8
35047,7723.700000000001
35049,20640.5
35051,37318.05
35053,34623.9
35055,10242.150000000001
35057,30710.9
35059,37560.1
35061,14477.35
36001,10481.6
36003,45851.95
36007,75670.5
36009,48028.75
36011,165688.0
36013,80605.40000000001
36015,104308.3
36017,29703.45
36019,82244.3
36021,62649.0
36023,34764.299999999996
36025,13211.25
36027,17289.4
36029,34823.65
36031,4291.099999999999
36033,29609.65
36035,4800.05
36037,112933.05
36039,4912.45
36041,949.0
36043,32677.85
36045,45718.85
36047,159.45000000000002
36049,32109.45
36051,73153.0
36053,68377.0
36055,71733.4
36057,37886.8
36059,2107.7
36061,0.2
36063,119943.7
36065,73574.9
36067,101940.7
36069,83586.4
36071,44832.35
36073,247488.05
36075,41578.85
36077,30265.35
36079,2802.4
36081,6439.5
36083,27708.149999999998
36085,1193.1
36087,1575.05
36089,44591.5
36091,26389.7
36093,5934.1
36095,23178.95
36097,52986.35
36099,56064.25
36101,168905.55
36103,43974.2
36105,2062.85
36107,73119.90000000001
36109,100984.75
36111,81710.35
36113,1676.9
36115,51870.4
36117,560810.6
36119,3266.05
36121,104299.55
36123,30037.949999999997
37001,30831.65
37003,30688.6
37005,11368.85
37007,53470.95
37009,15102.5
37011,3771.55
37013,304461.2
37015,328945.7
37017,121954.4
37019,48381.3
37021,5553.6
37023,7221.349999999999
37025,35398.549999999996
37027,6357.0
37029,97567.4
37031,20975.25
37033,36627.05
37035,30764.4
37037,35565.5
37039,2380.6
37041,122827.35
37043,6527.65
37045,71087.9
37047,300716.85
37049,212507.0
37051,145709.15
37053,67258.6
37055,12766.1
37057,34052.8
37059,32650.35
37061,369086.45
37063,5476.7
37065,359795.45
37067,13332.55
37069,68197.3
37071,12667.0
37073,124185.85
37075,3341.85
37077,54969.05
37079,300572.1
37081,46979.2
37083,414262.95
37085,460809.85
37087,12799.199999999999
37089,77060.4
37091,210771.3
37093,63427.0
37095,210787.75
37097,46197.7
37099,13997.699999999999
37101,577385.0
37103,151826.55
37105,106644.5
37107,389264.35
37109,35301.8
37111,5558.85
37113,4936.45
37115,7792.05
37117,363636.39999999997
37119,6700.7
37121,3255.15
37123,18269.5
37125,104634.35
37127,381287.7
37129,3765.65
37131,286320.9
37133,97081.2
37135,27476.7
37137,86843.3
37139,147265.65
37141,65519.3
37143,150117.1
37145,79513.15
37147,556860.25
37149,7387.25
37151,62563.65
37153,31779.899999999998
37155,474183.2
37157,71538.45
37159,52626.8
37161,7714.25
37163,798052.6
37165,56912.9
37167,100358.95
37169,27263.35
37171,75612.4
37173,1598.55
37175,5407.55
37177,95193.85
37179,263823.1
37181,35368.35
37183,192404.1
37185,30867.5
37187,152701.8
37189,10072.85
37191,529130.3
37193,34459.05
37195,571969.4
37197,76395.7
37199,3249.5
38001,158726.25
38003,691221.9
38005,317649.35000000003
38007,34819.8
38009,549963.4500000001
38011,100165.4
38013,142713.45
38015,321419.15
38017,934334.25
38019,643589.2
38021,539975.5499999999
38023,237529.4
38025,178199.7
38027,144469.5
38029,481473.25
38031,302717.8
38033,97037.9
38035,1703437.15
38037,182722.05
38039,219936.05000000002
38041,249253.80000000002
38043,593557.8
38045,671658.15
38047,194768.85
38049,348366.35
38051,196056.40000000002
38053,205666.15
38055,479842.4
38057,143699.65
38059,283247.94999999995
38061,333867.85
38063,474705.35
38065,135959.75
38067,716632.9
38069,215497.5
38071,577996.4
38073,420203.7
38075,372149.55
38077,899792.85
38079,280850.7
38081,536876.5
38083,265799.25
38085,161944.80000000002
38087,99368.95
38089,207821.6
38091,351094.55000000005
38093,744970.3
38095,486830.35
38097,607573.6
38099,2834889.2
38101,581838.2000000001
38103,382176.25
38105,433479.55
39001,50244.45
39003,214465.2
39005,107948.95
39007,68110.3
39009,12228.55
39011,204837.95
39013,3080.5
39015,120031.65000000001
39017,105199.95
39019,20527.100000000002
39021,186216.90000000002
39023,169365.4
39025,74763.7
39027,261166.69999999998
39029,70866.1
39031,39819.4
39033,264612.25
39035,1268.15
39037,351898.35
39039,222684.9
39041,125025.1
39043,89197.34999999999
39045,167927.7
39047,218979.25
39049,46644.450000000004
39051,228775.35
39053,15179.7
39055,18066.4
39057,198505.05
39059,22992.9
39061,11715.05
39063,260864.25
39065,261771.05
39067,7159.85
39069,264676.45
39071,188201.15
39073,11482.2
39075,41247.7
39077,233318.95
39079,6990.75
39081,2954.75
39083,133336.0
39085,2767.05
39087,3718.8
39089,158212.85
39091,192702.69999999998
39093,100502.35
39095,78175.75
39097,268239.25
39099,49556.1
39101,208029.65
39103,61560.85
39105,21401.45
39107,268587.4
39109,173082.69999999998
39111,5534.45
39113,121988.3
39115,20735.25
39117,147844.1
39119,79750.55
39121,3261.25
39123,115711.15000000001
39125,227166.65000000002
39127,68055.75
39129,306909.3
39131,42587.450000000004
39133,44121.95
39135,250595.5
39137,324209.0
39139,111915.75
39141,141074.45
39143,199111.45
39145,26997.850000000002
39147,269151.45
39149,212202.15
39151,74786.75
39153,10572.35
39155,66936.15000000001
39157,31168.2
39159,206624.05000000002
39161,282713.89999999997
39163,10241.15
39165,88695.90000000001
39167,48719.6
39169,157934.8
39171,203398.35
39173,288444.9
39175,239261.25
40001,37900.85
40003,175007.7
40005,20751.75
40007,196083.7
40009,69756.3
40011,71880.5
40013,41675.75
40015,172323.2
40017,113654.6
40019,31598.2
40021,38266.65
40023,34540.700000000004
40025,412643.85000000003
40027,13279.7
40029,21400.55
40031,91300.05
40033,77247.8
40035,37307.6
40037,32338.75
40039,114407.55
40041,18708.15
40043,29800.850000000002
40045,49047.95
40047,362554.8
40049,95852.5
40051,122711.90000000001
40053,394364.45
40055,72469.65
40057,109801.35
40059,60803.00000000001
40061,46577.200000000004
40063,91276.6
40065,455627.85000000003
40067,36143.55
40069,13418.8
40071,580079.1
40073,118833.84999999999
40075,213250.25000000003
40077,16430.5
40079,63717.700000000004
40081,64105.6
40083,59933.700000000004
40085,16108.1
40087,63282.05
40089,47944.75
40091,43006.200000000004
40093,155510.9
40095,9841.7
40097,25677.649999999998
40099,13297.35
40101,78859.75
40103,224937.55
40105,29935.5
40107,46837.65
40109,29721.499999999996
40111,61029.299999999996
40113,87253.25
40115,40059.799999999996
40117,32184.8
40119,43772.15
40121,104821.45
40123,15399.95
40125,47695.2
40127,20781.8
40129,45790.200000000004
40131,18776.0
40133,29553.8
40135,70669.65
40137,41413.25
40139,1174333.95
40141,464550.2
40143,10133.55
40145,39966.45
40147,22618.300000000003
40149,174621.45
40151,94151.25
40153,56583.1
41001,264026.89999999997
41003,24868.15
41005,78399.95
41007,14734.55
41009,9412.75
41011,27986.65
41013,17049.35
41015,24224.8
41017,11975.2
41019,36365.95
41021,170726.75
41023,18247.65
41025,17275.5
41027,1101093.15
41029,61723.90000000001
41031,54378.0
41033,21851.8
41035,618967.4
41037,21899.2
41039,33884.5
41041,25527.2
41043,49222.450000000004
41045,1299239.45
41047,256067.4
41049,2610620.85
41051,34519.45
41053,64256.0
41055,241261.15
41057,4064.4
41059,1203483.55
41061,62135.2
41063,29957.649999999998
41065,375462.15
41067,67085.9
41069,8071.400000000001
41071,48347.5
42001,482164.6
42003,12980.0
42005,35041.65
42007,12563.15
42009,90553.25
42011,179745.7
42013,66845.1
42015,72444.5
42017,44669.450000000004
42019,45705.7
42021,49308.25
42023,1224.3999999999999
42025,6195.1
42027,89003.8
42029,93420.9
42031,24375.9
42033,14766.25
42035,31992.4
42037,85298.4
42039,127129.95
42041,117372.40000000001
42043,68391.54999999999
42045,2745.3
42047,4545.9
42049,91267.25
42051,45093.45
42053,1769.3
42055,204389.55
42057,19009.45
42059,8634.45
42061,67138.84999999999
42063,55004.35
42065,17327.65
42067,58371.7
42069,13494.8
42071,362649.9
42073,35063.9
42075,86201.5
42077,78232.8
42079,27993.2
42081,67504.95
42083,3147.95
42085,126955.3
42087,58372.6
42089,9829.949999999999
42091,12757.8
42093,34679.35
42095,57067.3
42097,137213.44999999998
42099,84945.0
42101,80.2
42103,5933.2
42105,23218.95
42107,75225.25
42109,99961.2
42111,172339.9
42113,8304.15
42115,23277.05
42117,38621.45
42119,62297.799999999996
42121,30765.05
42123,18867.25
42125,28168.35
42127,11916.55
42129,130326.1
42131,17566.9
42133,214351.85
44001,131.35
44003,275.0
44005,4363.9
44007,4575.1
44009,2460.05
45001,6244.95
45003,121495.65
45005,55293.35
45007,38132.55
45009,93335.5
45011,64568.9
45013,11398.35
45015,14007.8
45017,249701.19999999998
45019,18758.75
45021,29251.5
45023,17723.65
45025,74983.7
45027,242843.15
45029,67441.15
45031,270494.0
45033,142619.8
45035,52966.5
45037,46305.0
45039,1339.45
45041,195914.85
45043,67299.25
45045,21796.75
45047,41170.05
45049,100105.4
45051,577521.65
45053,3670.0
45055,20396.5
45057,24416.100000000002
45059,16657.45
45061,191860.7
45063,72630.55
45065,1142.6
45067,77822.2
45069,148270.35
45071,54156.200000000004
45073,28814.1
45075,427030.75
45077,9044.45
45079,48084.549999999996
45081,50119.0
45083,58977.65
45085,193505.75
45087,17978.45
45089,202846.6
45091,21025.45
46003,202004.75
46005,535678.2
46007,101527.95
46009,195567.75
46011,386475.25
46013,785311.7000000001
46015,217007.55000000002
46017,71201.34999999999
46019,23696.1
46021,174675.0
46023,329405.25
46025,396928.05
46027,205694.1
46029,205360.2
46031,90459.25
46033,7178.0
46035,252000.15
46037,384974.9
46039,176593.25
46041,32281.5
46043,178420.6
46045,482905.2
46047,9956.35
46049,333061.7
46051,259608.15
46053,139367.9
46055,175611.3
46057,227311.15
46059,554922.5
46061,300396.55
46063,23424.4
46065,153596.44999999998
46067,322273.05
46069,141556.9
46071,61503.3
46073,208235.9
46075,149043.2
46077,485666.55
46079,290939.85
46081,3669.4
46083,259460.3
46085,268051.25
46087,384159.35
46089,197230.0
46091,267902.45
46093,84595.75
46095,37813.15
46097,268849.75
46099,422717.1
46101,305181.64999999997
46102,30382.95
46103,83976.2
46105,37529.25
46107,283382.0
46109,398815.85
46111,204618.90000000002
46115,754303.9000000001
46117,119278.7
46119,334229.85000000003
46121,26431.899999999998
46123,219646.6
46125,337414.85
46127,261336.80000000002
46129,186858.5
46135,227467.25
46137,85162.95
47001,3504.0
47003,68775.15000000001
47005,30688.3
47007,19616.85
47009,18171.75
47011,19769.95
47013,3051.5
47015,39515.3
47017,246747.05000000002
47019,8321.85
47021,27963.75
47023,66498.1
47025,17049.5
47027,23539.600000000002
47029,13294.05
47031,144517.7
47033,350762.25
47035,23259.5
47037,2802.6
47039,17320.95
47041,13962.25
47043,24541.3
47045,485201.95
47047,370867.3
47049,18974.65
47051,90304.4
47053,579180.35
47055,55769.25
47057,11010.05
47059,46683.9
47061,12396.2
47063,17888.3
47065,4913.6
47067,8043.0
47069,142201.8
47071,101068.35
47073,22057.4
47075,461815.7
47077,73476.5
47079,241754.3
47081,32571.9
47083,3959.1
47085,17813.25
47087,5286.05
47089,20195.45
47091,5622.55
47093,9135.8
47095,161294.75
47097,253742.55000000002
47099,180195.35
47101,2745.35
47103,115736.5
47105,27420.85
47107,34132.2
47109,98759.3
47111,94918.2
47113,231773.69999999998
47115,28462.05
47117,34446.899999999994
47119,59564.8
47121,11609.45
47123,47628.700000000004
47125,89212.0
47127,4784.05
47129,7446.849999999999
47131,303367.15
47133,20700.75
47135,12931.199999999999
47137,6902.400000000001
47139,16877.75
47141,21913.3
47143,6584.9
47145,4428.75
47147,224237.90000000002
47149,39927.2
47151,2422.9500000000003
47153,7079.0
47155,5606.1
47157,85304.6
47159,48891.700000000004
47161,16397.35
47163,12455.1
47165,63898.6
47167,280134.10000000003
47169,5090.25
47171,682.3000000000001
47173,4842.5
47175,7494.650000000001
47177,88454.7
47179,26858.05
47181,24322.45
47183,351842.85
47185,34137.0
47187,30519.95
47189,20173.1
48001,79607.09999999999
48003,51638.4
48005,10588.7
48007,1668.1000000000001
48009,10134.2
48011,47556.6
48013,15283.599999999999
48015,48774.3
48017,324247.25
48019,703.5
48021,24676.899999999998
48023,84088.2
48025,107025.0
48027,114095.1
48029,57992.55
48031,7788.35
48033,51455.2
48035,42268.2
48037,62298.6
48039,84419.3
48041,86164.15
48043,1916.2
48045,110355.35
48047,5121.3
48049,11494.3
48051,78659.15000000001
48053,6683.450000000001
48055,99144.45
48057,71677.0
48059,10644.55
48061,195882.44999999998
48063,15214.25
48065,344534.9
48067,22774.350000000002
48069,283578.2
48071,24772.95
48073,55254.55
48075,36725.45
48077,12207.35
48079,581666.65
48081,7983.900000000001
48083,63917.899999999994
48085,50430.15
48087,79354.75
48089,121610.1
48091,13960.45
48093,23694.9
48095,101018.2
48097,34366.8
48099,38464.2
48101,27739.15
48103,435.5
48105,615.35
48107,594339.0499999999
48109,3548.65
48111,307467.94999999995
48113,7430.8
48115,970737.75
48117,390421.35
48119,26867.95
48121,41485.5
48123,49110.25
48125,34107.75
48127,9332.7
48129,30275.85
48131,10483.050000000001
48133,12133.25
48135,1923.1
48137,1589.7
48139,139220.55000000002
48141,18183.55
48143,19171.35
48145,100595.8
48147,74445.5
48149,67112.3
48151,254301.7
48153,441251.1
48155,7692.35
48157,163890.65
48159,23613.05
48161,56805.149999999994
48163,40487.6
48165,1206374.1500000001
48167,3945.3500000000004
48169,37864.1
48171,13875.3
48173,428122.60000000003
48175,52886.9
48177,46511.4
48179,91639.75
48181,71880.35
48183,8169.150000000001
48185,57245.65
48187,122288.55
48189,489392.5
48191,101716.25
48193,27178.95
48195,279296.85
48197,8704.55
48199,6697.0
48201,20184.100000000002
48203,26953.35
48205,286959.9
48207,369313.35
48209,37735.5
48211,8524.300000000001
48213,50101.85
48215,265600.0
48217,180871.65
48219,538075.15
48221,5344.7
48223,70058.5
48225,75300.6
48227,251124.5
48229,32040.35
48231,54288.450000000004
48233,80881.35
48235,8701.800000000001
48237,5071.85
48239,221712.05
48241,9245.300000000001
48243,1983.15
48245,33046.9
48247,5448.6
48249,227643.7
48251,53951.200000000004
48253,329190.14999999997
48255,82652.4
48257,49866.2
48259,5643.7
48261,4019.8
48263,4770.15
48265,3321.3
48267,1691.8999999999999
48269,3044.25
48271,6758.35
48273,126694.70000000001
48275,63613.45
48277,62775.75
48279,588953.9
48281,3452.4
48283,7734.5
48285,41730.7
48287,22671.35
48289,62818.450000000004
48291,30153.5
48293,36344.9
48295,71449.3
48297,29438.85
48299,8889.25
48301,71.8
48303,896991.55
48305,991848.95
48307,34978.950000000004
48309,152633.1
48311,4763.1
48313,53933.15
48315,6488.5
48317,528770.7999999999
48319,2917.35
48321,160381.5
48323,3979.3
48325,169355.0
48327,1707.85
48329,40123.5
48331,98788.6
48333,17582.95
48335,132062.8
48337,11675.0
48339,16161.25
48341,238202.95
48343,11523.550000000001
48345,10668.300000000001
48347,46038.65000000001
48349,93642.65
48351,4183.65
48353,212941.0
48355,598266.9
48357,295308.65
48359,38945.9
48361,3029.75
48363,6535.7
48365,33621.1
48367,9720.4
48369,306759.7
48371,8446.1
48373,8960.45
48375,21789.199999999997
48377,841.45
48379,19462.95
48381,98047.3
48383,110411.05
48385,1805.55
48387,94632.0
48389,5103.95
48391,113392.5
48393,12558.6
48395,237002.75
48397,16836.65
48399,291441.14999999997
48401,39471.55
48403,6269.099999999999
48405,7761.35
48407,18292.7
48409,400596.75
48411,25601.0
48413,38117.85
48415,218020.75
48417,6659.0
48419,37272.65
48421,416071.4
48423,43199.1
48425,2129.6
48427,40647.35
48429,4005.55
48431,4115.6
48433,80169.75
48435,1069.25
48437,282652.0
48439,11168.2
48441,97915.6
48443,3170.95
48445,874366.25
48447,13231.8
48449,30235.899999999998
48451,217799.35
48453,74995.5
48455,12790.050000000001
48457,7278.0
48459,31376.7
48461,123993.5
48463,80501.8
48465,1636.1499999999999
48467,79158.2
48469,122997.65
48471,31195.75
48473,102199.09999999999
48475,1397.6
48477,22677.350000000002
48479,8822.5
48481,353249.7
48483,18380.3
48485,32569.95
48487,69160.35
48489,232221.4
48491,182094.85
48493,67121.15
48495,83.5
48497,9863.65
48499,51990.7
48501,526498.9
48503,9779.25
48505,8334.25
48507,48560.95
49001,29842.8
49003,66257.84999999999
49005,52377.1
49007,9010.9
49009,4334.3
49011,3696.6
49013,48392.5
49015,18181.45
49017,10331.85
49019,9473.05
49021,51466.2
49023,12415.4
49025,2528.1499999999996
49027,52020.15
49029,5946.85
49031,6201.9
49033,7647.299999999999
49035,3173.4
49037,27438.649999999998
49039,23180.2
49041,23667.25
49043,12946.7
49045,8116.900000000001
49047,44395.0
49049,67284.75
49051,9218.2
49053,6661.5
49055,9521.750000000002
49057,10639.2
50001,54911.55
50003,7129.2
50005,8414.5
50007,8829.15
50009,3418.4
50011,53276.1
50013,6038.05
50015,8932.7
50017,10408.75
50019,29405.45
50021,11519.800000000001
50023,5897.45
50025,8561.25
50027,6499.9
51001,90610.75
51003,14845.6
51005,2679.75
51007,42487.85
51009,5248.5
51011,11340.45
51015,173085.19999999998
51017,7449.099999999999
51019,13030.9
51021,6743.650000000001
51023,18192.5
51025,58230.85
51027,2220.7
51029,11327.65
51031,18404.2
51033,76637.75
51035,29222.7
51036,30456.1
51037,31331.55
51041,7719.7
51043,26113.4
51045,3912.75
51047,74287.55
51049,6800.2
51051,3673.7999999999997
51053,91364.15000000001
51057,72997.20000000001
51059,2047.55
51061,79085.59999999999
51063,17321.05
51065,3926.95
51067,52161.700000000004
51069,225892.5
51071,5307.349999999999
51073,23777.7
51075,18135.25
51077,18602.15
51079,3245.2
51081,83989.2
51083,48295.4
51085,90563.75
51087,12158.4
51089,7530.2
51091,5886.2
51093,132225.15
51095,3775.7
51097,54128.65
51099,17040.1
51101,36375.95
51103,18402.95
51105,13750.9
51107,52672.950000000004
51109,13881.4
51111,47189.4
51113,51999.85
51115,8481.300000000001
51117,129418.8
51119,24109.75
51121,23301.85
51125,16744.15
51127,19065.7
51131,52057.9
51133,53069.950000000004
51135,10897.35
51137,30765.75
51139,31155.2
51141,10784.0
51143,94574.95
51145,10827.95
51147,9022.1
51149,54235.4
51153,15879.5
51155,13824.5
51157,16100.2
51159,44494.35
51161,2090.0
51163,21390.1
51165,197111.1
51167,15038.8
51169,8875.65
51171,71130.1
51173,18792.6
51175,258797.30000000002
51177,13031.5
51179,23343.199999999997
51181,59967.85
51183,108022.9
51185,15077.25
51187,8386.25
51191,29356.8
51193,56700.4
51195,4421.05
51197,42115.75
51199,642.1
51550,75602.7
51800,153499.4
51810,42521.700000000004
53001,3006917.65
53003,33881.65
53005,4008838.9000000004
53007,1522230.75
53009,24528.850000000002
53011,15136.4
53013,110472.45
53015,46388.0
53017,568898.25
53019,25511.85
53021,4221442.55
53023,81556.65000000001
53025,8070082.25
53027,26723.0
53029,5725.3
53031,2186.0
53033,13535.75
53035,5136.35
53037,84433.15000000001
53039,192738.6
53041,10475.800000000001
53043,540466.15
53045,22120.1
53047,1174076.7
53049,10727.699999999999
53051,44861.15
53053,10122.35
53055,7582.85
53057,578733.85
53059,47473.299999999996
53061,65611.3
53063,111843.55
53065,40950.2
53067,7222.6
53069,27750.300000000003
53071,3007198.6999999997
53073,182699.94999999998
53075,582886.75
53077,4136141.85
54001,921.4
54003,57944.95
54005,846.85
54007,1286.65
54009,1531.7
54011,1290.95
54013,618.85
54015,1175.3500000000001
54017,1317.7
54019,1171.1
54021,528.55
54023,2779.15
54025,12020.3
54027,8874.4
54029,257.55
54031,27350.35
54033,1385.8500000000001
54035,1654.15
54037,64110.7
54039,1203.7
54041,1989.8
54043,1035.0
54045,108.9
54047,1059.55
54049,825.45
54051,2646.0
54053,20741.85
54055,1639.75
54057,6332.6
54059,320.25
54061,949.0
54063,6365.75
54065,2052.6
54067,1157.5
54069,2464.05
54071,11086.75
54073,1396.0
54075,4089.6
54077,9807.55
54079,704.9
54081,1216.45
54083,4907.5
54085,1118.6
54087,1121.6000000000001
54089,1275.75
54091,1353.25
54093,1529.5
54095,496.05
54097,927.75
54099,1365.4
54101,989.45
54103,350.5
54105,1553.15
54107,2176.9
54109,136.1
55001,411208.8
55003,6885.45
55005,143643.55000000002
55007,7499.450000000001
55009,109023.2
55011,121769.1
55013,39788.95
55015,105097.2
55017,138168.05
55019,174126.9
55021,236159.7
55023,68287.1
55025,372504.4
55027,323256.7
55029,64869.25
55031,1802.5
55033,203212.1
55035,74287.0
55037,19464.399999999998
55039,206824.84999999998
55041,17622.15
55043,287194.05
55045,191857.4
55047,116297.15000000001
55049,172147.44999999998
55051,1119.75
55053,91456.15
55055,180608.3
55057,112410.55
55059,59671.05
55061,93283.84999999999
55063,62632.55
55065,223947.25
55067,323515.4
55069,16322.1
55071,135650.05
55073,204512.0
55075,76178.35
55077,84438.75
55078,379.90000000000003
55079,4764.45
55081,108840.09999999999
55083,115663.4
55085,17406.15
55087,157330.65
55089,35177.1
55091,51784.5
55093,133564.15
55095,92050.25
55097,949941.65
55099,5785.95
55101,100432.54999999999
55103,78662.55
55105,306607.6
55107,45300.55
55109,169396.7
55111,151996.25
55113,11871.05
55115,138234.6
55117,110965.2
55119,61475.6
55121,162580.35
55123,134476.15
55125,16382.7
55127,165665.30000000002
55129,14937.85
55131,86270.90000000001
55133,59395.3
55135,106671.70000000001
55137,304493.89999999997
55139,102792.35
55141,69947.0
56001,7583.4
56003,88284.8
56005,11392.15
56007,3453.25
56009,9153.25
56011,11519.1
56013,42946.3
56015,67117.4
56017,7058.9
56019,9164.55
56021,102187.85
56023,9306.4
56025,11962.55
56027,9065.65
56029,81813.75
56031,31987.7
56033,13639.75
56035,2663.5
56037,7172.1
56039,910.95
56041,2827.7
56043,31686.95
56045,3635.5
