Demographics, US by County, Uninsured, Ages <65 at or below 138% of Poverty (Both Sexes - 2018), 2014 - 2018
Area,County FIPS,Percent
"Jeff Davis, Texas","48243","53.3"
"Glasscock, Texas","48173","50.8"
"Aleutians East, Alaska","2013","50.2"
"Lipscomb, Texas","48295","46.3"
"Mason, Texas","48319","44.5"
"Sherman, Texas","48421","44.2"
"Hartley, Texas","48205","42.5"
"Hansford, Texas","48195","42.2"
"Hemphill, Texas","48211","42.2"
"Blanco, Texas","48031","42.0"
"Gaines, Texas","48165","41.3"
"Hudspeth, Texas","48229","41.3"
"Schleicher, Texas","48413","40.5"
"Ochiltree, Texas","48357","40.5"
"Briscoe, Texas","48045","40.4"
"Collingsworth, Texas","48087","40.0"
"Parmer, Texas","48369","39.7"
"Forsyth, Georgia","13117","39.7"
"McMullen, Texas","48311","39.6"
"Dallam, Texas","48111","39.6"
"Harper, Oklahoma","40059","39.4"
"Kendall, Texas","48259","39.3"
"Mills, Texas","48333","39.2"
"Wheeler, Texas","48483","39.1"
"Gillespie, Texas","48171","38.5"
"Presidio, Texas","48377","38.5"
"Rockwall, Texas","48397","38.1"
"Leon, Texas","48289","38.0"
"Kenedy, Texas","48261","37.5"
"Menard, Texas","48327","37.2"
"Yoakum, Texas","48501","37.1"
"Gilmer, Georgia","13123","37.1"
"Beaver, Oklahoma","40007","37.1"
"Clark, Idaho","16033","37.1"
"Bandera, Texas","48019","37.0"
"Texas, Oklahoma","40139","36.9"
"Crane, Texas","48103","36.9"
"San Saba, Texas","48411","36.8"
"Collier, Florida","12021","36.6"
"Hidalgo, Texas","48215","36.6"
"Waller, Texas","48473","36.5"
"Castro, Texas","48069","36.4"
"Cochran, Texas","48079","36.4"
"Blaine, Idaho","16013","36.4"
"Teton, Wyoming","56039","36.4"
"Aleutians West, Alaska","2016","36.4"
"Reagan, Texas","48383","36.1"
"Wise, Texas","48497","36.1"
"Bailey, Texas","48017","35.6"
"Hardeman, Texas","48197","35.6"
"Andrews, Texas","48003","35.6"
"Lee, Texas","48287","35.5"
"Burnet, Texas","48053","35.4"
"Comanche, Texas","48093","35.4"
"Oconee, Georgia","13219","35.3"
"Montgomery, Texas","48339","35.2"
"Kingfisher, Oklahoma","40073","35.2"
"Chambers, Texas","48071","35.1"
"Parker, Texas","48367","35.0"
"Fayette, Georgia","13113","35.0"
"Kodiak Island, Alaska","2150","35.0"
"Denali, Alaska","2068","34.9"
"Jack, Texas","48237","34.9"
"Sterling, Texas","48431","34.8"
"Moore, Texas","48341","34.7"
"Hall, Texas","48191","34.6"
"Marshall, South Dakota","46091","34.6"
"Webb, Texas","48479","34.6"
"Cameron, Texas","48061","34.5"
"Collin, Texas","48085","34.5"
"Glades, Florida","12043","34.4"
"Starr, Texas","48427","34.2"
"Knox, Texas","48275","34.2"
"Brazoria, Texas","48039","34.2"
"Monroe, Florida","12087","34.1"
"Dallas, Texas","48113","34.1"
"Cooke, Texas","48097","34.1"
"Cherokee, Georgia","13057","34.1"
"Fisher, Texas","48151","34.1"
"Gonzales, Texas","48177","34.1"
"Rabun, Georgia","13241","34.0"
"Cimarron, Oklahoma","40025","34.0"
"Deaf Smith, Texas","48117","34.0"
"Harris, Texas","48201","33.9"
"Gray, Texas","48179","33.9"
"Upton, Texas","48461","33.9"
"Bosque, Texas","48035","33.9"
"Winkler, Texas","48495","33.9"
"Haskell, Kansas","20081","33.8"
"Pecos, Texas","48371","33.8"
"King, Texas","48269","33.8"
"Greene, Georgia","13133","33.8"
"Dewey, Oklahoma","40043","33.7"
"Comal, Texas","48091","33.6"
"Ellis, Texas","48139","33.5"
"Austin, Texas","48015","33.5"
"Montague, Texas","48337","33.4"
"Banks, Georgia","13011","33.4"
"Martin, Texas","48317","33.3"
"Hall, Georgia","13139","33.3"
"Fairfax, Virginia","51600","33.2"
"Garza, Texas","48169","33.1"
"Marshall, Oklahoma","40095","33.0"
"Ellis, Oklahoma","40045","32.9"
"Wichita, Kansas","20203","32.9"
"Fort Bend, Texas","48157","32.9"
"Shelby, Texas","48419","32.8"
"Maverick, Texas","48323","32.8"
"Echols, Georgia","13101","32.8"
"Haskell, Texas","48207","32.8"
"Colorado, Texas","48089","32.7"
"Real, Texas","48385","32.7"
"Habersham, Georgia","13137","32.7"
"Throckmorton, Texas","48447","32.7"
"Zapata, Texas","48505","32.7"
"Hays, Texas","48209","32.7"
"Hendry, Florida","12051","32.6"
"Fayette, Texas","48149","32.6"
"Bastrop, Texas","48021","32.5"
"Gwinnett, Georgia","13135","32.5"
"Sutton, Texas","48435","32.5"
"Culberson, Texas","48109","32.4"
"Somervell, Texas","48425","32.4"
"Southeast Fairbanks, Alaska","2240","32.4"
"Hockley, Texas","48219","32.3"
"Alfalfa, Oklahoma","40003","32.3"
"Tarrant, Texas","48439","32.3"
"Jackson, Texas","48239","32.3"
"Foard, Texas","48155","32.3"
"Galveston, Texas","48167","32.2"
"Hamilton, Texas","48193","32.1"
"Cobb, Georgia","13067","32.1"
"Hopkins, Texas","48223","32.1"
"Kerr, Texas","48265","32.1"
"Lamb, Texas","48279","32.1"
"Wharton, Texas","48481","32.1"
"Terrell, Texas","48443","32.1"
"Summit, Utah","49043","32.0"
"Whitfield, Georgia","13313","32.0"
"Hill, Texas","48217","32.0"
"Hamilton, Kansas","20075","31.9"
"Freestone, Texas","48161","31.9"
"Stephens, Texas","48429","31.9"
"Denton, Texas","48121","31.8"
"Reeves, Texas","48389","31.8"
"Burleson, Texas","48051","31.7"
"Crockett, Texas","48105","31.7"
"Cottle, Texas","48101","31.7"
"Clay, Texas","48077","31.7"
"Live Oak, Texas","48297","31.7"
"Atkinson, Georgia","13003","31.7"
"Rusk, Texas","48401","31.7"
"Rains, Texas","48379","31.6"
"Hutchinson, Texas","48233","31.6"
"Aransas, Texas","48007","31.5"
"Grimes, Texas","48185","31.4"
"Van Zandt, Texas","48467","31.4"
"Smith, Texas","48423","31.4"
"Dundy, Nebraska","31057","31.4"
"Teton, Idaho","16081","31.3"
"Manassas Park, Virginia","51685","31.3"
"Llano, Texas","48299","31.3"
"Loving, Texas","48301","31.3"
"Ector, Texas","48135","31.2"
"Grayson, Texas","48181","31.2"
"Carson, Texas","48065","31.2"
"Young, Texas","48503","31.1"
"Douglas, South Dakota","46043","31.1"
"Washington, Texas","48477","31.1"
"Aurora, South Dakota","46003","31.1"
"Dawson, Georgia","13085","31.1"
"El Paso, Texas","48141","31.0"
"Erath, Texas","48143","30.9"
"Fannin, Texas","48147","30.9"
"Lavaca, Texas","48285","30.8"
"Shackelford, Texas","48417","30.8"
"Stonewall, Texas","48433","30.8"
"Midland, Texas","48329","30.8"
"Armstrong, Texas","48011","30.7"
"Major, Oklahoma","40093","30.7"
"Dawson, Texas","48115","30.7"
"Loudoun, Virginia","51107","30.7"
"DeSoto, Florida","12027","30.6"
"Potter, Texas","48375","30.6"
"Gordon, Georgia","13129","30.6"
"Woodward, Oklahoma","40153","30.6"
"Limestone, Texas","48293","30.5"
"Henderson, Texas","48213","30.5"
"Lumpkin, Georgia","13187","30.5"
"Palo Pinto, Texas","48363","30.5"
"Oglethorpe, Georgia","13221","30.4"
"Kaufman, Texas","48257","30.4"
"Putnam, Georgia","13237","30.4"
"Wilson, Texas","48493","30.3"
"Archer, Texas","48009","30.3"
"Love, Oklahoma","40085","30.3"
"Ward, Texas","48475","30.3"
"Madison, Texas","48313","30.3"
"Brewster, Texas","48043","30.2"
"Titus, Texas","48449","30.2"
"Wrangell-Petersburg, Alaska","2280","30.2"
"San Jacinto, Texas","48407","30.2"
"Colquitt, Georgia","13071","30.2"
"Roger Mills, Oklahoma","40129","30.2"
"Harmon, Oklahoma","40057","30.1"
"Panola, Texas","48365","30.1"
"Coleman, Texas","48083","30.1"
"Robertson, Texas","48395","30.1"
"Franklin, Texas","48159","30.0"
"Lynn, Texas","48305","30.0"
"Upshur, Texas","48459","30.0"
"Cherokee, Oklahoma","40021","30.0"
"Liberty, Texas","48291","30.0"
"Murray, Georgia","13213","30.0"
"Edwards, Texas","48137","30.0"
"Terry, Texas","48445","30.0"
"Skagway-Hoonah-Angoon, Alaska","2232","29.9"
"Coweta, Georgia","13077","29.9"
"Childress, Texas","48075","29.9"
"Sitka, Alaska","2220","29.9"
"Johnson, Texas","48251","29.9"
"Williamson, Texas","48491","29.8"
"Haines, Alaska","2100","29.8"
"Caldwell, Texas","48055","29.8"
"Barrow, Georgia","13013","29.8"
"Sully, South Dakota","46119","29.8"
"Lampasas, Texas","48281","29.7"
"Alexandria, Virginia","51510","29.7"
"Cherokee, Texas","48073","29.7"
"Roberts, Texas","48393","29.6"
"Kinney, Texas","48271","29.6"
"Owyhee, Idaho","16073","29.6"
"Jackson, Georgia","13157","29.5"
"Hunt, Texas","48231","29.5"
"Towns, Georgia","13281","29.5"
"Gray, Kansas","20069","29.5"
"Jefferson, Texas","48245","29.4"
"Chatham, North Carolina","37037","29.4"
"Calhoun, Texas","48057","29.4"
"Humboldt, Nevada","32013","29.4"
"Union, Georgia","13291","29.4"
"Matagorda, Texas","48321","29.3"
"McClain, Oklahoma","40087","29.3"
"Floyd, Texas","48153","29.3"
"Martin, Florida","12085","29.3"
"Custer, Oklahoma","40039","29.3"
"Delaware, Oklahoma","40041","29.3"
"Polk, Texas","48373","29.2"
"Garvin, Oklahoma","40049","29.2"
"Gregg, Texas","48183","29.2"
"Navarro, Texas","48349","29.1"
"Trinity, Texas","48455","29.1"
"Swisher, Texas","48437","29.1"
"Angelina, Texas","48005","29.1"
"Uvalde, Texas","48463","29.1"
"Mitchell, Texas","48335","29.0"
"Sarasota, Florida","12115","29.0"
"Walker, Texas","48471","29.0"
"Madison, Georgia","13195","29.0"
"Stanton, Kansas","20187","29.0"
"Rappahannock, Virginia","51157","29.0"
"Nacogdoches, Texas","48347","29.0"
"Montgomery, Georgia","13209","28.9"
"Harris, Georgia","13145","28.9"
"Palm Beach, Florida","12099","28.9"
"Chase, Nebraska","31029","28.8"
"Jasper, Georgia","13159","28.8"
"Fannin, Georgia","13111","28.7"
"Bristol Bay, Alaska","2060","28.7"
"Irion, Texas","48235","28.7"
"Karnes, Texas","48255","28.7"
"Travis, Texas","48453","28.6"
"Prince William, Virginia","51153","28.6"
"Union, North Carolina","37179","28.6"
"Scurry, Texas","48415","28.6"
"DeKalb, Georgia","13089","28.5"
"Stevens, Kansas","20189","28.5"
"Lincoln, Idaho","16063","28.5"
"Washita, Oklahoma","40149","28.5"
"Candler, Georgia","13043","28.5"
"LaGrange, Indiana","18087","28.4"
"Indian River, Florida","12061","28.4"
"Sheridan, Kansas","20179","28.4"
"Scott, Mississippi","28123","28.4"
"Pitkin, Colorado","8097","28.4"
"Nueces, Texas","48355","28.3"
"Medina, Texas","48325","28.3"
"Dickens, Texas","48125","28.3"
"Fauquier, Virginia","51061","28.2"
"Saluda, South Carolina","45081","28.2"
"Grady, Georgia","13131","28.2"
"Carter, Oklahoma","40019","28.2"
"Goliad, Texas","48175","28.2"
"Washington, Oklahoma","40147","28.2"
"Hale, Texas","48189","28.2"
"Kimble, Texas","48267","28.2"
"Fairfax, Virginia","51059","28.1"
"Esmeralda, Nevada","32009","28.1"
"Berrien, Georgia","13019","28.1"
"Concho, Texas","48095","28.1"
"Garfield, Montana","30033","28.0"
"Hodgeman, Kansas","20083","28.0"
"Issaquena, Mississippi","28055","28.0"
"Camp, Texas","48063","28.0"
"DeKalb, Alabama","1049","28.0"
"Hood, Texas","48221","28.0"
"Manassas, Virginia","51683","28.0"
"Eastland, Texas","48133","28.0"
"Colfax, Nebraska","31037","28.0"
"Moody, South Dakota","46101","28.0"
"Gove, Kansas","20063","27.9"
"Wood, Texas","48499","27.9"
"Lee, Florida","12071","27.9"
"Garfield, Oklahoma","40047","27.9"
"Edwards, Kansas","20047","27.9"
"Wasatch, Utah","49051","27.8"
"Anderson, Texas","48001","27.8"
"Gooding, Idaho","16047","27.7"
"McDonald, Missouri","29119","27.7"
"Glynn, Georgia","13127","27.7"
"Canadian, Oklahoma","40017","27.6"
"McIntosh, Oklahoma","40091","27.6"
"Monroe, Georgia","13207","27.6"
"Atascosa, Texas","48013","27.6"
"Wilbarger, Texas","48487","27.6"
"Val Verde, Texas","48465","27.6"
"Paulding, Georgia","13223","27.6"
"Jefferson Davis, Mississippi","28065","27.5"
"Franklin, Georgia","13119","27.5"
"Motley, Texas","48345","27.5"
"Duplin, North Carolina","37061","27.4"
"Bacon, Georgia","13005","27.4"
"Houston, Texas","48225","27.4"
"Brooks, Georgia","13027","27.4"
"Yakutat, Alaska","2282","27.4"
"Bartow, Georgia","13015","27.4"
"Logan, North Dakota","38047","27.4"
"Seward, Kansas","20175","27.4"
"Dare, North Carolina","37055","27.3"
"Chilton, Alabama","1021","27.3"
"Miami-Dade, Florida","12086","27.3"
"Avery, North Carolina","37011","27.3"
"Hayes, Nebraska","31085","27.3"
"Logan, Oklahoma","40083","27.3"
"McCulloch, Texas","48307","27.3"
"Tift, Georgia","13277","27.3"
"Hyde, South Dakota","46069","27.2"
"Minidoka, Idaho","16067","27.2"
"Ness, Kansas","20135","27.2"
"Victoria, Texas","48469","27.2"
"Scotland, Missouri","29199","27.2"
"Wagoner, Oklahoma","40145","27.2"
"Newton, Texas","48351","27.2"
"Harrison, Texas","48203","27.2"
"Tillman, Oklahoma","40141","27.2"
"Jerauld, South Dakota","46073","27.1"
"Lafayette, Mississippi","28071","27.1"
"Coal, Oklahoma","40029","27.1"
"Quitman, Georgia","13239","27.1"
"Pickens, Georgia","13227","27.0"
"Pike, Georgia","13231","27.0"
"Tattnall, Georgia","13267","27.0"
"Wilkes, Georgia","13317","26.9"
"Comanche, Kansas","20033","26.9"
"Manatee, Florida","12081","26.9"
"DeWitt, Texas","48123","26.9"
"Bexar, Texas","48029","26.9"
"Hardin, Texas","48199","26.8"
"Orange, Texas","48361","26.8"
"Nowata, Oklahoma","40105","26.8"
"Long, Georgia","13183","26.8"
"Chatham, Georgia","13051","26.8"
"Coke, Texas","48081","26.8"
"Rogers, Oklahoma","40131","26.8"
"Okeechobee, Florida","12093","26.8"
"Kent, Texas","48263","26.7"
"Ford, Kansas","20057","26.7"
"Fulton, Georgia","13121","26.7"
"Runnels, Texas","48399","26.7"
"Guadalupe, Texas","48187","26.7"
"Jasper, South Carolina","45053","26.7"
"Falls, Texas","48145","26.7"
"Willacy, Texas","48489","26.7"
"San Augustine, Texas","48405","26.6"
"Carbon, Wyoming","56007","26.6"
"Le Flore, Oklahoma","40079","26.6"
"Greene, North Carolina","37079","26.6"
"Macon, North Carolina","37113","26.6"
"McLennan, Texas","48309","26.5"
"Haskell, Oklahoma","40061","26.5"
"Henry, Georgia","13151","26.5"
"Meade, Kansas","20119","26.5"
"Rockdale, Georgia","13247","26.5"
"Atoka, Oklahoma","40005","26.5"
"Effingham, Georgia","13103","26.5"
"Pettis, Missouri","29159","26.4"
"Pushmataha, Oklahoma","40127","26.4"
"Kearny, Kansas","20093","26.4"
"Broward, Florida","12011","26.4"
"Leake, Mississippi","28079","26.4"
"Williamson, Tennessee","47187","26.4"
"McIntosh, Georgia","13191","26.4"
"Woods, Oklahoma","40151","26.4"
"Lamar, Texas","48277","26.4"
"Callahan, Texas","48059","26.4"
"Polk, Georgia","13233","26.4"
"Bryan, Georgia","13029","26.3"
"Oldham, Texas","48359","26.3"
"Crawford, Georgia","13079","26.3"
"Walton, Georgia","13297","26.3"
"Brown, Texas","48049","26.3"
"Hancock, Mississippi","28045","26.2"
"Frio, Texas","48163","26.2"
"Hart, Georgia","13147","26.2"
"Barry, Missouri","29009","26.2"
"Henderson, North Carolina","37089","26.2"
"McCurtain, Oklahoma","40089","26.2"
"Bryan, Oklahoma","40013","26.2"
"Campbell, South Dakota","46021","26.1"
"Donley, Texas","48129","26.1"
"Carroll, Mississippi","28015","26.1"
"Calhoun, Mississippi","28013","26.1"
"Pontotoc, Oklahoma","40123","26.1"
"Clarke, Virginia","51043","26.1"
"Sabine, Texas","48403","26.1"
"White, Georgia","13311","26.1"
"Dunn, North Dakota","38025","26.0"
"Edmunds, South Dakota","46045","26.0"
"Coffee, Georgia","13069","26.0"
"Custer, South Dakota","46033","26.0"
"Jerome, Idaho","16053","26.0"
"Floyd, Georgia","13115","26.0"
"Stephens, Oklahoma","40137","26.0"
"Smith, Mississippi","28129","25.9"
"Prince of Wales-Outer Ketchikan, Alaska","2201","25.9"
"Jefferson, Oklahoma","40067","25.9"
"Mecklenburg, North Carolina","37119","25.9"
"Twiggs, Georgia","13289","25.9"
"Adair, Oklahoma","40001","25.8"
"Perry, Mississippi","28111","25.8"
"Blaine, Oklahoma","40011","25.8"
"Morgan, Georgia","13211","25.8"
"Oklahoma, Oklahoma","40109","25.7"
"Payne, Oklahoma","40119","25.7"
"Howard, Texas","48227","25.7"
"Jackson, Mississippi","28059","25.7"
"Camas, Idaho","16025","25.7"
"Beadle, South Dakota","46005","25.7"
"Baldwin, Alabama","1003","25.7"
"Jones, Texas","48253","25.7"
"Grant, South Dakota","46051","25.7"
"Johnston, Oklahoma","40069","25.7"
"Hyde, North Carolina","37095","25.7"
"Jackson, North Carolina","37099","25.6"
"Brule, South Dakota","46015","25.6"
"Perkins, South Dakota","46105","25.6"
"Dade, Georgia","13083","25.6"
"Clay, Alabama","1027","25.6"
"Itawamba, Mississippi","28057","25.6"
"Valdez-Cordova, Alaska","2261","25.6"
"Transylvania, North Carolina","37175","25.6"
"Tate, Mississippi","28137","25.5"
"Tulsa, Oklahoma","40143","25.5"
"Tyler, Texas","48457","25.5"
"Greene, Mississippi","28041","25.5"
"Tishomingo, Mississippi","28141","25.5"
"Alleghany, North Carolina","37005","25.5"
"Millard, Utah","49027","25.5"
"Pittsburg, Oklahoma","40121","25.5"
"Douglas, Nevada","32005","25.5"
"Ketchikan Gateway, Alaska","2130","25.5"
"Milam, Texas","48331","25.5"
"Saline, Nebraska","31151","25.5"
"Kiowa, Kansas","20097","25.5"
"Clarke, Georgia","13059","25.5"
"Charlton, Georgia","13049","25.5"
"Columbia, Georgia","13073","25.5"
"Walworth, South Dakota","46129","25.4"
"Morton, Kansas","20129","25.4"
"Peach, Georgia","13225","25.4"
"Union, Mississippi","28145","25.4"
"St. Lucie, Florida","12111","25.4"
"Kemper, Mississippi","28069","25.4"
"St. Johns, Florida","12109","25.4"
"DeSoto, Mississippi","28033","25.4"
"Valley, Idaho","16085","25.3"
"Sequoyah, Oklahoma","40135","25.3"
"Lincoln, Georgia","13181","25.3"
"Lee, North Carolina","37105","25.3"
"Highland, Virginia","51091","25.3"
"Greenville, South Carolina","45045","25.3"
"Randall, Texas","48381","25.3"
"Appling, Georgia","13001","25.3"
"Sevier, Tennessee","47155","25.3"
"Pierce, Georgia","13229","25.3"
"Blount, Alabama","1009","25.2"
"Goochland, Virginia","51075","25.2"
"McPherson, South Dakota","46089","25.2"
"Baker, Georgia","13007","25.2"
"Grant, Kansas","20067","25.2"
"Grant, Oklahoma","40053","25.2"
"Taylor, Texas","48441","25.1"
"Finney, Kansas","20055","25.1"
"Madison, Mississippi","28089","25.1"
"Greeley, Kansas","20071","25.1"
"Lafayette, Florida","12067","25.1"
"Stone, Mississippi","28131","25.1"
"Orange, North Carolina","37135","25.1"
"Lincoln, Oklahoma","40081","25.1"
"Douglas, Georgia","13097","25.1"
"Murray, Oklahoma","40099","25.0"
"Charlotte, Florida","12015","25.0"
"Sampson, North Carolina","37163","25.0"
"Jeff Davis, Georgia","13161","25.0"
"Jim Wells, Texas","48249","25.0"
"Mayes, Oklahoma","40097","25.0"
"Newton, Missouri","29145","25.0"
"Beaufort, South Carolina","45013","24.9"
"Treutlen, Georgia","13283","24.9"
"Horry, South Carolina","45051","24.9"
"Lake and Peninsula, Alaska","2164","24.9"
"Hughes, Oklahoma","40063","24.9"
"Brazos, Texas","48041","24.9"
"Lowndes, Georgia","13185","24.9"
"George, Mississippi","28039","24.9"
"Rawlins, Kansas","20153","24.9"
"Big Horn, Wyoming","56003","24.9"
"Davie, North Carolina","37059","24.9"
"Nolan, Texas","48353","24.9"
"McCook, South Dakota","46087","24.9"
"Washington, Idaho","16087","24.8"
"Franklin, Alabama","1059","24.8"
"Muskogee, Oklahoma","40101","24.8"
"Phelps, Missouri","29161","24.8"
"Wibaux, Montana","30109","24.8"
"Charles City, Virginia","51036","24.8"
"Newton, Georgia","13217","24.8"
"Walton, Florida","12131","24.8"
"Ottawa, Oklahoma","40115","24.8"
"Wichita, Texas","48485","24.8"
"Latimer, Oklahoma","40077","24.8"
"Toombs, Georgia","13279","24.8"
"Kleberg, Texas","48273","24.7"
"Juneau, Alaska","2110","24.7"
"Camden, Missouri","29029","24.7"
"Highlands, Florida","12055","24.7"
"Amite, Mississippi","28005","24.7"
"Tom Green, Texas","48451","24.7"
"Sublette, Wyoming","56035","24.7"
"Grady, Oklahoma","40051","24.7"
"Hand, South Dakota","46059","24.7"
"Eagle, Colorado","8037","24.7"
"Walthall, Mississippi","28147","24.6"
"Tippah, Mississippi","28139","24.6"
"Craig, Oklahoma","40035","24.6"
"Borden, Texas","48033","24.6"
"Lamar, Mississippi","28073","24.6"
"Oktibbeha, Mississippi","28105","24.6"
"San Patricio, Texas","48409","24.6"
"Beckham, Oklahoma","40009","24.6"
"Cotton, Oklahoma","40033","24.6"
"Brantley, Georgia","13025","24.6"
"Dooly, Georgia","13093","24.6"
"Marion, Texas","48315","24.6"
"Bledsoe, Tennessee","47007","24.6"
"Cook, Georgia","13075","24.6"
"Morris, Texas","48343","24.5"
"Clarke, Mississippi","28023","24.5"
"Dimmit, Texas","48127","24.5"
"Clark, South Dakota","46025","24.5"
"La Paz, Arizona","4012","24.5"
"Stewart, Georgia","13259","24.5"
"Lander, Nevada","32015","24.5"
"Day, South Dakota","46037","24.5"
"Holmes, Ohio","39075","24.5"
"Marion, Mississippi","28091","24.5"
"Pawnee, Oklahoma","40117","24.5"
"Powhatan, Virginia","51145","24.4"
"Baylor, Texas","48023","24.4"
"Swain, North Carolina","37173","24.4"
"Butts, Georgia","13035","24.4"
"Accomack, Virginia","51001","24.4"
"Niobrara, Wyoming","56027","24.4"
"Pontotoc, Mississippi","28115","24.4"
"Worth, Georgia","13321","24.4"
"Caddo, Oklahoma","40015","24.4"
"Noble, Oklahoma","40103","24.3"
"Simpson, Mississippi","28127","24.3"
"Macon, Georgia","13193","24.3"
"Falls Church, Virginia","51610","24.3"
"Chattooga, Georgia","13055","24.3"
"Webster, Georgia","13307","24.3"
"Cassia, Idaho","16031","24.3"
"Delta, Texas","48119","24.3"
"Duval, Texas","48131","24.2"
"Oconee, South Carolina","45073","24.2"
"Refugio, Texas","48391","24.2"
"Currituck, North Carolina","37053","24.2"
"Dakota, Nebraska","31043","24.2"
"Shelby, Alabama","1117","24.2"
"Cleveland, Oklahoma","40027","24.2"
"Wake, North Carolina","37183","24.2"
"Elbert, Georgia","13105","24.2"
"Osage, Oklahoma","40113","24.1"
"Garfield, Utah","49017","24.1"
"Loudon, Tennessee","47105","24.1"
"Bladen, North Carolina","37017","24.1"
"Pershing, Nevada","32027","24.1"
"Harrison, Mississippi","28047","24.1"
"Taliaferro, Georgia","13265","24.1"
"Crosby, Texas","48107","24.1"
"Hanson, South Dakota","46061","24.1"
"Evans, Georgia","13109","24.1"
"Wayne, Mississippi","28153","24.1"
"Franklin, Mississippi","28037","24.1"
"Durham, North Carolina","37063","24.1"
"Jones, Georgia","13169","24.1"
"Red River, Texas","48387","24.1"
"Camden, Georgia","13039","24.0"
"Camden, North Carolina","37029","24.0"
"Maries, Missouri","29125","24.0"
"Jasper, Texas","48241","24.0"
"Arlington, Virginia","51013","24.0"
"Lincoln, Mississippi","28085","24.0"
"Alcorn, Mississippi","28003","24.0"
"Seminole, Oklahoma","40133","23.9"
"Graham, North Carolina","37075","23.9"
"Mercer, Missouri","29129","23.9"
"Boise, Idaho","16015","23.9"
"Schley, Georgia","13249","23.9"
"Brunswick, North Carolina","37019","23.9"
"Gregory, South Dakota","46053","23.9"
"Monroe, Mississippi","28095","23.9"
"Randolph, North Carolina","37151","23.9"
"Pearl River, Mississippi","28109","23.8"
"Clayton, Georgia","13063","23.8"
"Ashe, North Carolina","37009","23.8"
"Flagler, Florida","12035","23.8"
"Hutchinson, South Dakota","46067","23.8"
"Stafford, Kansas","20185","23.8"
"Pinellas, Florida","12103","23.8"
"Prentiss, Mississippi","28117","23.8"
"McCone, Montana","30055","23.8"
"Crook, Wyoming","56011","23.8"
"Stone, Missouri","29209","23.8"
"North Slope, Alaska","2185","23.8"
"Johnston, North Carolina","37101","23.8"
"Summit, Colorado","8117","23.7"
"Yadkin, North Carolina","37197","23.7"
"Calhoun, Georgia","13037","23.7"
"Clark, Wisconsin","55019","23.7"
"Covington, Mississippi","28031","23.7"
"Washington, Alabama","1129","23.7"
"Johnson, Kansas","20091","23.7"
"Haakon, South Dakota","46055","23.7"
"Chickasaw, Mississippi","28017","23.6"
"Knox, Missouri","29103","23.6"
"Thomas, Georgia","13275","23.6"
"Wayne, Georgia","13305","23.6"
"Sweetwater, Wyoming","56037","23.6"
"Newton, Mississippi","28101","23.6"
"Platte, Nebraska","31141","23.6"
"Cullman, Alabama","1043","23.6"
"Power, Idaho","16077","23.6"
"Clay, North Carolina","37043","23.6"
"Bath, Virginia","51017","23.5"
"Stanley, South Dakota","46117","23.5"
"Albemarle, Virginia","51003","23.5"
"Ralls, Missouri","29173","23.5"
"Decatur, Georgia","13087","23.5"
"Matanuska-Susitna, Alaska","2170","23.5"
"Webster, Mississippi","28155","23.5"
"Marion, Georgia","13197","23.5"
"Jackson, Oklahoma","40065","23.5"
"Okfuskee, Oklahoma","40107","23.5"
"Fluvanna, Virginia","51065","23.5"
"Morgan, Alabama","1103","23.5"
"Rankin, Mississippi","28121","23.4"
"Talbot, Georgia","13263","23.4"
"Catoosa, Georgia","13047","23.4"
"Sullivan, Missouri","29211","23.4"
